loan_term,credit_score,income_loan_ratio,credit_score_income_ratio
0.6931471805599453,6.133398042996649,-1.363304842895192,-8.470569875331895
2.772588722239781,5.739792912179234,-1.1932775152091881,-9.623280154501053
0.6931471805599453,5.726847747587197,-0.8507761247635285,-9.499649784087339
2.0794415416798357,6.778784897685177,-0.9350608345561455,-9.288017458885593
2.4849066497880004,5.746203190540153,-0.7755908497710199,-9.925605357789747
2.995732273553991,6.555356891810665,-0.7949298748698876,-9.388385372002878
1.3862943611198906,6.313548046277095,-1.1856236656577395,-8.695884980159613
1.791759469228055,6.20050917404269,-1.0116009116784799,-7.391857832607374
2.6390573296152584,6.161207321695077,-1.374318170073175,-9.782534942118465
2.772588722239781,6.754604099487962,-1.3432107749835789,-9.177161973278864
1.791759469228055,6.7580945044277305,-0.6931471805599453,-8.050667826546826
0.6931471805599453,6.124683390894205,-0.9461436950238362,-9.577896816102449
1.3862943611198906,6.580639137284949,-1.0986122886681098,-8.864111960409605
1.791759469228055,6.234410725718371,-0.834052633637183,-9.609248079538188
2.4849066497880004,6.787844982309579,-1.3107868086117456,-8.73241366789312
2.302585092994046,6.732210706467206,-0.8873031950009028,-6.726624907558335
1.791759469228055,5.902633333401366,-0.8472978603872037,-8.095198781356862
2.6390573296152584,6.0844994130751715,-1.2656663733312759,-8.924933613361537
0.6931471805599453,6.317164686747284,-1.3786897617346714,-8.692268339689425
2.0794415416798357,6.22455842927536,-1.177083904109605,-9.180187333805495
1.791759469228055,6.80128303447162,-1.333328825539978,-8.85477715689014
0.6931471805599453,6.634633357861686,-1.0577902941478545,-8.790315112536689
2.8903717578961645,6.059123195581797,-1.0986122886681098,-8.161852470490642
2.8903717578961645,6.75110146893676,-1.3474125735756832,-8.839361439939188
2.302585092994046,6.3578422665081,-1.2347444629926898,-7.92767192070191
2.302585092994046,6.035481432524756,-1.0840134892469568,-8.612938248374622
2.995732273553991,5.717027701406222,-1.349926716949016,-8.434955093179266
2.0794415416798357,5.8916442118257715,-1.2992829841302609,-9.358950871427826
2.0794415416798357,6.26530121273771,-0.9718605830289657,-8.985293870515887
2.772588722239781,6.466144724237619,-1.2292324710851739,-9.501128036986117
2.772588722239781,6.721425700790643,-0.7602864833975739,-8.375018702635694
2.6390573296152584,6.470799503782602,-1.3097178614228404,-9.398834787877218
0.6931471805599453,6.2878585601617845,-1.2656663733312759,-7.622962177606815
1.3862943611198906,6.716594773520978,-0.8167611365271219,-7.740769670615691
2.772588722239781,6.198478716492308,-1.2791962255635234,-8.780182651277647
2.772588722239781,6.80128303447162,-1.0986122886681098,-7.756164868222031
1.791759469228055,5.942799375126701,-1.3862943611198906,-9.307795708126896
2.6390573296152584,6.269096283706261,-1.0021520224805474,-9.304272191810385
2.772588722239781,6.455198563340122,-0.871395411966264,-9.464446148894359
2.0794415416798357,6.576469569048224,-1.3555227024531369,-9.12611063794843
2.772588722239781,5.8944028342648505,-0.7614664245374225,-10.213642480839967
2.8903717578961645,6.021023349349527,-1.1962507582320256,-8.056851473082238
0.6931471805599453,6.568077911411976,-1.363304842895192,-9.42218436803646
1.791759469228055,6.697034247666484,-0.9504820966224343,-8.644532613792839
2.8903717578961645,6.656726524178391,-0.8964881045779755,-8.788024573516163
1.791759469228055,6.6293632534374485,-1.3437347467010947,-7.36846886132078
2.302585092994046,6.74993119378857,-1.1631508098056809,-7.065579364175704
2.302585092994046,6.244166900663736,-1.2076025723765147,-9.276091749538963
0.6931471805599453,6.42648845745769,-1.1786549963416462,-7.1658785491923735
1.3862943611198906,6.642486801367256,-0.9214058325409255,-9.227147490292564
2.6390573296152584,5.902633333401366,-0.8013607652001781,-9.165640193058275
1.791759469228055,6.648984550024776,-1.174324110403806,-9.352577284677592
0.6931471805599453,6.492239835020471,-1.1349799328389845,-7.217910207285977
2.8903717578961645,6.411818267709897,-0.8873031950009028,-8.656455258749745
2.6390573296152584,5.926926025970411,-1.3312345839368633,-9.323669057283185
2.4849066497880004,6.436150368369428,-0.7048432203231366,-9.519426353091117
1.791759469228055,5.937536205082426,-1.2344138298271716,-9.582722445120273
1.791759469228055,5.886104031450156,-1.0884599172040916,-9.123328994986553
2.302585092994046,6.0014148779611505,-1.0986122886681098,-6.2046577675690235
2.4849066497880004,5.8971538676367405,-0.921156921525328,-9.329343664037795
0.6931471805599453,6.240275845170769,-0.723918839226699,-8.04523834203924
2.8903717578961645,6.113682179832232,-1.0672617587840338,-9.388227331702272
0.6931471805599453,6.709304340258298,-1.207415148516909,-8.170916954698404
1.791759469228055,6.0063531596017325,-0.9996723408132061,-9.33521370185759
1.791759469228055,6.133398042996649,-0.9236708391717777,-8.675364287977908
0.6931471805599453,5.703782474656201,-1.2286654169163076,-9.392661928770137
1.3862943611198906,5.726847747587197,-1.3397743454849977,-9.570267351301293
2.302585092994046,6.633318433280377,-1.3256697393034558,-8.405967556306013
2.995732273553991,6.251903883165888,-0.7824453182076424,-9.771881088321189
2.4849066497880004,6.148468295917647,-1.252762968495368,-6.750751530172472
1.3862943611198906,6.643789733147672,-1.0090001299784226,-9.117630973871915
1.791759469228055,5.869296913133774,-1.0904489780289488,-9.357200618540762
0.6931471805599453,6.20455776256869,-1.041453874828161,-7.100127171629593
2.772588722239781,6.617402977974478,-1.0372433422918175,-8.9208741777309
1.3862943611198906,6.0473721790462776,-1.1478833376748925,-8.96206084739043
1.791759469228055,6.259581464064923,-1.1884686177899708,-9.610052827594897
2.302585092994046,6.102558594613569,-0.7295148247308202,-9.399350916920934
1.3862943611198906,5.883322388488279,-1.2992829841302609,-6.728215365150059
2.0794415416798357,6.008813185442595,-1.1239300966523995,-8.06906163698917
2.302585092994046,6.113682179832232,-1.3256697393034558,-8.232456629194214
2.995732273553991,6.728628613084702,-1.3413429732576243,-9.295156358402377
2.302585092994046,6.728628613084702,-1.3298530502149388,-8.497868918589834
2.302585092994046,6.313548046277095,-0.8866420379520251,-9.688013788425273
